college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa,college_tier_encoded,job_role_encoded,salary_log
Tier 2,6.22,1,3,0,3,4,1,0,3,53.3,Web Developer,9.94,2,7,2.392425796993835
Tier 3,5.37,2,4,1,1,2,1,1,0,44.0,Junior Developer,3.97,1,4,1.6034198401085376
Tier 3,5.46,0,0,0,1,2,2,2,0,48.6,Junior Developer,4.77,1,4,1.7526720805200082
Tier 2,6.09,1,1,0,1,4,1,1,1,35.7,Software Engineer,9.89,2,6,2.387844936944869
Tier 3,7.88,2,1,0,1,1,0,0,1,62.6,Web Developer,6.77,1,7,2.050270164379556
Tier 3,6.94,0,3,0,4,2,0,1,2,44.2,Web Developer,7.48,1,7,2.1377104498038118
Tier 2,5.73,0,2,1,0,2,0,0,1,39.7,Web Developer,4.95,2,7,1.7833912195575383
Tier 1,9.66,0,0,0,2,2,0,1,1,68.5,Software Engineer,10.2,3,6,2.4159137783010487
Tier 2,6.07,0,2,2,0,2,2,1,2,53.4,Data Analyst,10.02,2,1,2.3997118037247684
Tier 2,6.74,1,2,1,1,4,3,1,1,55.4,Data Scientist,9.84,2,2,2.3832429960115
Tier 1,6.82,1,1,0,1,4,2,1,0,60.0,Data Scientist,9.75,3,2,2.3749057545736716
Tier 2,7.33,0,1,0,1,2,1,1,1,57.5,Software Engineer,16.11,2,6,2.839663087904102
Tier 2,6.37,2,0,0,4,2,0,0,1,42.8,Software Engineer,6.19,2,6,1.9726911717329554
Tier 2,6.1,2,0,0,0,1,1,0,1,47.6,Software Engineer,9.89,2,6,2.387844936944869
Tier 2,5.86,1,3,2,1,3,2,0,0,55.5,Web Developer,6.18,2,7,1.9712993830601329
Tier 2,6.8,0,1,0,2,1,0,1,0,47.7,Software Engineer,7.54,2,6,2.1447610078004784
Tier 1,5.74,1,0,1,3,7,1,2,1,40.9,Web Developer,6.6,3,7,2.028148247292285
Tier 2,7.6,1,1,2,2,3,0,1,3,49.1,Data Analyst,10.91,2,1,2.477378383367209
Tier 2,6.77,3,4,1,3,1,0,2,3,43.8,DevOps Engineer,8.21,2,3,2.2202898502672155
Tier 2,7.66,2,3,0,0,1,3,1,1,58.4,ML Engineer,15.97,2,5,2.831447079246135
Tier 1,6.32,0,3,0,1,4,2,1,2,48.7,Data Analyst,10.0,3,1,2.3978952727983707
Tier 1,7.98,0,1,0,3,2,1,0,0,63.1,Data Scientist,16.08,3,2,2.837908188360424
Tier 3,9.49,1,3,0,2,1,0,2,2,72.9,Software Engineer,10.34,1,6,2.428336298299606
Tier 2,8.56,1,3,0,1,1,1,2,0,59.4,Data Scientist,24.28,2,2,3.2300135692786567
Tier 1,6.74,2,0,0,0,1,0,1,0,49.2,Software Engineer,7.95,3,6,2.191653532286764
Tier 1,5.84,0,1,2,0,4,1,1,1,48.2,Web Developer,6.37,3,7,1.9974177062012453
Tier 3,7.65,0,2,1,3,2,1,0,0,52.8,Software Engineer,11.41,1,6,2.5185025992165158
Tier 1,7.71,0,2,0,0,3,2,2,0,61.2,ML Engineer,16.06,3,5,2.836736542063533
Tier 1,9.05,2,2,0,1,3,1,2,1,72.6,Data Scientist,23.95,3,2,3.2168738221975275
Tier 2,5.73,0,1,2,0,0,0,1,1,46.3,Web Developer,4.84,2,7,1.7647307968401356
Tier 2,5.43,1,2,2,0,4,1,0,0,52.1,Junior Developer,4.42,2,4,1.6900958154515549
Tier 1,6.76,2,2,0,2,1,1,2,1,61.0,Software Engineer,9.66,3,6,2.3664984187376983
Tier 1,7.89,3,2,0,0,2,1,2,1,55.2,Data Scientist,15.99,3,2,2.8326249356838407
Tier 3,7.42,2,3,0,2,1,0,0,2,48.6,Web Developer,6.72,1,7,2.0438143640366846
Tier 1,5.94,0,3,1,0,2,0,1,0,43.0,Web Developer,5.15,3,7,1.8164520818184267
Tier 2,8.26,0,3,0,2,3,2,1,1,65.2,ML Engineer,24.46,2,5,3.2371085931292605
Tier 3,6.54,1,2,1,5,1,3,0,2,50.4,Data Scientist,10.1,1,2,2.4069451083182885
Tier 2,5.5,0,3,2,3,6,0,2,1,33.7,Web Developer,4.92,2,7,1.7783364488959144
Tier 2,6.96,0,1,1,1,2,0,0,1,49.5,Web Developer,6.41,2,7,2.0028304393079956
Tier 2,5.53,1,3,0,1,2,1,2,0,34.1,Junior Developer,5.68,2,4,1.8991179875485542
Tier 2,9.67,0,2,0,0,1,1,1,3,78.2,Web Developer,14.66,2,7,2.751109690562657
Tier 1,6.3,1,1,1,0,0,1,1,0,48.6,Backend Developer,9.47,3,0,2.3485140248824456
Tier 3,6.85,0,0,1,0,2,1,2,0,51.8,Software Engineer,10.02,1,6,2.3997118037247684
Tier 3,7.22,1,2,0,0,2,1,3,0,58.9,DevOps Engineer,14.81,1,3,2.7606426512213806
Tier 2,9.47,2,0,1,1,1,3,1,2,83.2,ML Engineer,30.72,2,5,3.456947396766647
Tier 3,7.62,2,0,0,1,0,0,3,2,50.8,Software Engineer,9.98,1,6,2.3960754360813845
Tier 3,6.2,0,2,2,0,3,0,2,3,37.8,Web Developer,6.58,1,7,2.0255131996542803
Tier 1,7.36,2,3,0,1,2,1,1,0,58.0,Data Scientist,15.89,3,2,2.826721730819709
Tier 2,8.02,0,2,0,4,3,1,2,2,58.0,Software Engineer,22.15,2,6,3.1419947805322432
Tier 1,5.15,1,1,1,1,2,0,0,1,34.1,Junior Developer,3.54,3,4,1.5129270120532565
Tier 2,8.6,1,2,1,3,1,1,1,1,67.7,Data Analyst,13.26,2,1,2.65745841498615
Tier 2,6.99,1,1,4,3,1,1,1,1,52.4,Data Analyst,9.98,2,1,2.3960754360813845
Tier 2,4.94,1,2,1,0,2,1,1,1,36.8,Junior Developer,4.28,2,4,1.6639260977181702
Tier 2,6.69,0,2,2,1,3,0,1,2,44.3,Data Analyst,8.11,2,1,2.209372711271867
Tier 1,5.25,1,3,2,1,1,0,1,1,35.0,Junior Developer,4.09,3,4,1.6272778305624314
Tier 2,7.12,0,1,0,2,3,0,1,0,48.0,Data Scientist,10.61,2,2,2.4518667957098
Tier 2,4.38,2,1,0,1,1,2,1,0,37.3,Junior Developer,4.35,2,4,1.6770965609079151
Tier 1,7.59,0,0,0,0,1,0,1,0,56.9,Data Scientist,10.45,3,2,2.4379897300002487
Tier 3,6.59,2,1,1,2,1,1,1,1,50.6,Web Developer,10.18,1,7,2.414126467726953
Tier 3,8.74,1,3,0,1,2,1,0,1,65.1,Software Engineer,17.37,1,6,2.9107188992270343
Tier 1,8.72,2,2,1,2,0,0,2,1,70.9,Software Engineer,10.33,3,6,2.427454075039915
Tier 3,6.89,0,4,1,1,1,1,0,0,53.4,Software Engineer,9.74,1,6,2.3739750890807185
Tier 2,5.3,0,1,1,3,0,1,2,1,47.1,Junior Developer,4.43,2,4,1.691939133945844
Tier 2,8.6,2,4,0,2,1,0,2,2,65.4,Software Engineer,10.34,2,6,2.428336298299606
Tier 1,7.26,0,2,1,0,3,0,1,1,51.1,Web Developer,10.36,3,7,2.4300984132930052
Tier 2,8.44,0,4,0,2,2,2,0,1,59.2,Data Scientist,23.33,2,2,3.1917101567954314
Tier 3,7.47,3,4,0,1,1,0,1,2,55.4,Web Developer,9.83,1,7,2.382320061012899
Tier 2,6.44,5,1,1,3,2,0,1,1,47.9,Data Analyst,8.11,2,1,2.209372711271867
Tier 3,6.95,0,6,0,3,0,0,0,1,49.7,Data Analyst,6.5,1,1,2.0149030205422647
Tier 2,5.1,1,1,0,0,1,0,2,1,40.0,Junior Developer,3.65,2,4,1.536867219599265
Tier 1,9.31,0,2,1,5,1,0,3,1,66.7,Backend Developer,10.28,3,0,2.423031246069913
Tier 3,6.86,0,3,0,2,3,0,0,1,49.6,Web Developer,6.41,1,7,2.0028304393079956
Tier 1,8.27,1,0,0,0,4,2,3,0,76.5,Data Scientist,24.19,3,2,3.226447090364519
Tier 3,6.16,0,0,3,2,6,1,0,2,47.3,Software Engineer,7.83,1,6,2.178155014615869
Tier 3,7.21,0,3,1,1,3,0,1,0,49.8,Software Engineer,8.19,1,6,2.2181159363675955
Tier 2,6.97,1,2,2,2,2,1,0,2,52.4,Web Developer,10.15,2,7,2.411439497906128
Tier 1,8.2,0,0,0,3,1,0,1,1,59.1,DevOps Engineer,10.99,3,3,2.4840729690394228
Tier 2,7.97,2,5,0,1,3,0,1,1,64.2,Data Analyst,10.59,2,1,2.4501426573516603
Tier 2,6.9,1,0,0,1,7,0,2,2,53.2,Software Engineer,8.37,2,6,2.2375130962503307
Tier 1,7.46,3,5,1,2,0,2,1,1,54.9,ML Engineer,15.64,3,5,2.8118094353930627
Tier 3,6.48,1,3,0,3,2,0,1,1,52.4,Data Analyst,8.09,1,1,2.2071749081893874
Tier 1,7.03,0,1,1,2,1,1,2,2,54.9,Data Scientist,15.36,3,2,2.794839331174601
Tier 2,6.34,0,2,3,3,1,0,1,0,40.8,Software Engineer,7.5,2,6,2.1400661634962708
Tier 2,8.47,2,3,1,4,0,1,2,2,61.3,Software Engineer,21.99,2,6,3.1350593387750902
Tier 3,8.56,1,3,1,1,5,0,2,0,52.9,Software Engineer,10.4,1,6,2.4336133554004498
Tier 2,6.94,1,5,1,1,1,1,1,2,50.6,Data Analyst,10.1,2,1,2.4069451083182885
Tier 3,5.98,1,0,1,2,0,0,2,1,38.3,Web Developer,4.95,1,7,1.7833912195575383
Tier 2,6.63,0,5,2,2,2,0,0,1,52.2,Data Analyst,6.77,2,1,2.050270164379556
Tier 2,8.56,0,2,0,1,3,1,0,0,59.0,Data Scientist,20.92,2,2,3.087399462079815
Tier 1,7.0,2,2,3,3,2,3,0,1,60.6,ML Engineer,15.71,3,5,2.8160073426073025
Tier 2,6.46,2,1,0,1,0,2,1,1,62.4,Backend Developer,9.92,2,0,2.390595970316759
Tier 1,5.57,0,0,2,1,2,0,2,2,40.1,Web Developer,4.83,3,7,1.763017000362401
Tier 3,6.3,1,2,2,2,4,0,3,2,55.1,Web Developer,7.64,1,7,2.1564025828159643
Tier 2,4.63,0,4,2,2,3,0,0,1,35.3,Junior Developer,4.4,2,4,1.6863989535702288
Tier 2,8.45,0,2,2,5,1,0,2,1,59.8,Software Engineer,10.63,2,6,2.453587966530573
Tier 3,6.87,2,2,1,0,4,1,0,2,52.6,Web Developer,9.87,1,7,2.386006701133118
Tier 3,8.26,0,0,1,3,6,2,1,1,60.2,Data Scientist,16.92,1,2,2.8859174075467844
Tier 1,6.81,0,2,0,1,2,0,0,1,53.6,Web Developer,6.11,3,7,1.9615022438151495
Tier 2,7.29,0,5,1,0,2,0,2,1,56.0,Data Scientist,10.3,2,2,2.424802725718295
Tier 3,6.92,2,1,1,2,1,0,1,1,46.4,Web Developer,7.24,1,7,2.1090003439213802
Tier 1,7.65,1,0,0,2,3,1,1,1,48.0,Data Scientist,16.34,3,2,2.853015971352396
Tier 1,8.22,1,1,0,2,1,4,0,0,69.4,ML Engineer,23.77,3,5,3.209633243501268
Tier 2,6.01,4,1,2,3,4,1,0,0,46.4,Software Engineer,10.61,2,6,2.4518667957098
Tier 1,7.04,3,2,0,1,1,0,2,0,47.6,Software Engineer,10.7,3,6,2.4595888418037104
Tier 3,4.0,2,1,3,3,2,0,2,1,26.8,Junior Developer,3.52,1,4,1.5085119938441398
Tier 1,6.83,1,1,1,0,2,0,2,1,42.3,Junior Developer,8.08,3,4,2.206074192613202
Tier 3,5.47,2,1,0,2,0,1,0,0,47.5,Junior Developer,4.49,1,4,1.7029282555214393
Tier 2,6.79,0,1,3,0,2,0,1,0,42.7,Software Engineer,6.49,2,6,2.0135687975291283
Tier 3,5.73,1,2,3,2,0,2,2,0,41.7,Web Developer,6.37,1,7,1.9974177062012453
Tier 3,5.94,0,2,1,1,1,1,0,2,46.2,Web Developer,6.11,1,7,1.9615022438151495
Tier 2,5.11,4,5,0,2,1,2,1,1,45.0,Junior Developer,4.4,2,4,1.6863989535702288
Tier 1,7.93,2,0,2,3,2,2,2,1,55.0,Data Scientist,16.4,3,2,2.856470206220483
Tier 3,4.93,1,1,0,2,1,1,0,0,34.6,Junior Developer,4.35,1,4,1.6770965609079151
Tier 1,6.73,1,2,0,0,3,0,1,0,37.9,Software Engineer,8.3,3,6,2.2300144001592104
Tier 2,4.94,2,2,0,2,3,1,1,2,39.1,Junior Developer,4.19,2,4,1.6467336971777973
Tier 2,8.95,1,1,0,0,3,1,2,0,67.9,DevOps Engineer,19.77,2,3,3.033509637888021
Tier 1,7.2,0,2,1,1,2,0,1,0,44.9,Software Engineer,10.64,3,6,2.454447442303292
Tier 1,7.92,1,1,0,2,4,1,2,0,63.7,Data Scientist,16.18,3,2,2.8437459165561094
Tier 1,7.99,1,0,0,3,3,1,0,2,59.5,Data Scientist,16.24,3,2,2.847232265235547
Tier 3,9.0,2,2,1,2,1,2,3,1,68.0,Data Scientist,22.95,1,2,3.175968323856924
Tier 3,7.22,0,2,2,2,4,1,1,1,56.9,DevOps Engineer,12.77,1,3,2.6224923127405635
Tier 3,5.38,1,4,1,0,3,0,0,1,36.3,Junior Developer,3.15,1,4,1.423108334242607
Tier 2,8.73,2,4,1,3,0,2,1,3,73.5,ML Engineer,24.52,2,5,3.239462458476589
Tier 2,4.65,1,2,2,2,4,1,1,0,45.1,Junior Developer,4.51,2,4,1.706564623164823
Tier 2,7.36,2,2,1,0,5,2,2,1,54.0,ML Engineer,15.91,2,5,2.827905162910489
Tier 2,7.02,2,0,0,0,2,1,1,2,46.5,Software Engineer,16.06,2,6,2.836736542063533
Tier 3,7.38,0,3,0,6,2,0,3,2,58.9,Software Engineer,10.09,1,6,2.4060438013622756
Tier 2,5.57,3,2,1,0,2,2,2,0,40.3,Web Developer,6.01,2,7,1.9473377010464987
Tier 2,5.94,2,2,0,3,2,1,0,2,46.0,Web Developer,6.38,2,7,1.998773638612381
Tier 3,6.07,0,1,0,2,2,3,2,0,51.5,Software Engineer,9.94,1,6,2.392425796993835
Tier 2,6.98,1,3,2,2,1,0,3,1,48.8,Backend Developer,7.98,2,0,2.194999882314108
Tier 3,6.96,0,3,0,2,2,0,0,1,55.9,Web Developer,6.82,1,7,2.05668455455722
Tier 1,6.65,3,0,0,1,2,1,3,0,56.0,Software Engineer,9.83,3,6,2.382320061012899
Tier 1,5.97,2,4,2,1,2,1,1,1,40.8,Web Developer,6.0,3,7,1.9459101490553132
Tier 3,7.78,2,5,0,3,0,2,1,2,63.9,ML Engineer,15.97,1,5,2.831447079246135
Tier 2,7.67,3,2,1,4,1,1,0,0,65.9,Data Scientist,15.92,2,2,2.8284963541780774
Tier 1,6.94,1,0,1,2,1,1,1,0,51.5,Software Engineer,10.14,3,6,2.410542234499138
Tier 2,6.44,0,0,0,1,1,1,1,1,45.3,Software Engineer,10.25,2,6,2.4203681286504293
Tier 2,8.4,0,3,0,3,5,2,1,0,60.6,ML Engineer,24.11,2,5,3.2232661731694936
Tier 2,7.79,2,1,0,2,1,1,1,2,61.9,Software Engineer,16.2,2,6,2.8449093838194073
Tier 2,7.43,1,1,1,0,1,1,1,2,52.0,Data Analyst,13.25,2,1,2.6567569067146595
Tier 1,9.37,0,0,0,0,2,0,1,2,63.6,Software Engineer,10.18,3,6,2.414126467726953
Tier 2,8.86,2,1,1,0,4,0,1,1,63.6,Data Analyst,10.33,2,1,2.427454075039915
Tier 3,5.95,2,2,0,6,3,1,0,1,48.6,Web Developer,6.01,1,7,1.9473377010464987
Tier 1,7.1,2,1,0,1,1,1,1,1,52.8,Data Scientist,15.82,3,2,2.822568654544802
Tier 3,8.92,1,0,0,0,0,0,0,4,64.4,Data Analyst,5.97,1,1,1.9416152247724325
Tier 3,6.04,0,1,0,2,3,0,1,3,36.1,Web Developer,6.14,1,7,1.965712776351493
Tier 1,6.3,0,1,0,1,1,1,1,1,40.9,Software Engineer,9.98,3,6,2.3960754360813845
Tier 1,6.0,1,2,1,3,0,2,0,2,57.8,Web Developer,9.65,3,7,2.365559892155434
Tier 2,6.47,1,4,2,3,4,0,2,1,42.9,Backend Developer,8.3,2,0,2.2300144001592104
Tier 1,8.17,2,2,2,2,2,0,1,0,56.7,Data Scientist,10.95,3,2,2.4807312783775197
Tier 2,7.32,1,4,2,0,0,1,0,4,41.0,Software Engineer,15.66,2,6,2.8130106367386967
Tier 3,9.3,0,1,0,2,2,1,0,3,71.5,Web Developer,15.56,1,7,2.8069901489571136
Tier 1,5.51,0,4,0,0,1,0,0,1,46.6,Web Developer,4.87,3,7,1.7698546338400052
Tier 3,7.59,1,1,1,1,4,0,2,1,57.4,Web Developer,8.95,1,7,2.2975725511705014
Tier 3,7.93,1,1,0,0,0,0,2,0,54.3,DevOps Engineer,8.51,1,3,2.252343876557299
Tier 3,4.88,1,5,3,3,1,0,1,1,42.8,Junior Developer,3.17,1,4,1.4279160358107101
Tier 2,6.52,0,5,2,1,1,1,0,1,45.7,Data Analyst,10.38,2,1,2.431857428698185
Tier 3,7.51,2,4,1,1,3,1,0,0,57.5,Data Scientist,12.88,1,2,2.6304489550786583
Tier 3,7.28,2,3,0,3,2,0,1,0,40.6,Software Engineer,9.76,1,6,2.3758355547336385
Tier 2,7.45,0,3,1,1,2,1,2,0,58.4,Data Scientist,16.04,2,2,2.8355635214011694
Tier 3,6.49,1,1,1,1,1,0,1,1,46.9,Web Developer,6.52,1,7,2.017566137961748
Tier 2,7.32,0,1,0,2,5,2,0,0,64.2,Data Scientist,15.75,2,2,2.8183982582710754
Tier 3,5.32,0,1,1,2,0,1,0,0,44.7,Junior Developer,4.34,1,4,1.6752256529721035
Tier 3,9.0,0,1,0,2,1,0,0,1,71.4,Data Analyst,6.07,1,1,1.9558604799084813
Tier 3,6.19,1,1,1,0,3,0,1,0,49.7,Backend Developer,5.84,1,0,1.922787731634459
Tier 2,6.31,1,1,0,0,2,1,2,0,49.5,Software Engineer,9.62,2,6,2.362739015813793
Tier 1,5.86,0,4,1,5,0,0,0,1,33.2,Web Developer,4.81,3,7,1.7595805708638197
Tier 2,6.85,0,1,0,0,5,2,0,0,45.5,ML Engineer,9.77,2,5,2.3767644911682972
Tier 3,7.58,1,4,0,1,1,2,1,2,66.5,ML Engineer,15.68,1,5,2.8142103969306005
Tier 2,6.45,0,2,2,2,2,0,2,2,45.4,Web Developer,8.0,2,7,2.1972245773362196
Tier 1,6.28,1,2,1,2,3,0,1,2,34.4,Data Analyst,8.26,3,1,2.225704048658088
Tier 2,6.41,1,5,3,1,0,3,0,2,58.8,Software Engineer,9.78,2,6,2.377692565480851
Tier 2,6.72,3,1,2,0,3,0,1,0,42.2,Software Engineer,8.02,2,6,2.199444334074532
Tier 2,6.49,0,1,0,1,3,0,1,0,46.8,Software Engineer,8.38,2,6,2.238579763018133
Tier 3,7.35,0,4,0,0,0,0,2,1,54.0,Software Engineer,9.09,1,6,2.3115448343655176
Tier 1,7.33,0,4,0,1,1,1,0,0,48.4,Data Scientist,16.19,3,2,2.844327819394758
Tier 3,7.8,0,2,1,1,4,0,2,2,56.4,Backend Developer,9.65,1,0,2.365559892155434
Tier 2,6.62,0,1,4,0,2,2,1,1,47.1,ML Engineer,9.89,2,5,2.387844936944869
Tier 2,5.71,4,2,1,1,6,0,2,0,34.7,Junior Developer,4.2,2,4,1.6486586255873816
Tier 3,7.77,1,3,1,0,3,0,2,1,54.1,Software Engineer,10.16,1,6,2.412335956953165
Tier 3,5.94,0,1,0,1,1,2,1,0,43.5,Web Developer,6.28,1,7,1.9851308622085946
Tier 1,5.7,0,3,0,3,1,1,1,1,37.6,Web Developer,6.66,3,7,2.0360119837525
Tier 1,8.54,0,2,0,0,3,0,3,2,54.1,Web Developer,10.53,3,7,2.4449523342809676
Tier 2,8.37,1,0,2,0,4,1,0,0,70.2,Data Scientist,15.2,2,2,2.785011242238338
Tier 3,7.5,0,1,1,5,1,0,0,3,45.1,Web Developer,6.3,1,7,1.9878743481543455
Tier 2,6.83,2,2,1,1,0,0,0,1,43.3,Web Developer,6.99,2,7,2.0781907597781832
Tier 3,5.91,1,1,0,2,2,2,0,1,52.8,Web Developer,6.26,1,7,1.9823798288367047
Tier 3,6.11,2,2,2,1,5,1,2,2,49.8,Software Engineer,10.1,1,6,2.4069451083182885
Tier 3,6.19,3,1,1,2,1,1,1,1,48.6,Data Analyst,10.02,1,1,2.3997118037247684
Tier 3,6.1,0,1,1,1,2,1,2,2,50.8,Data Analyst,9.4,1,1,2.341805806147327
Tier 1,9.64,1,0,0,0,1,1,3,1,69.7,Backend Developer,17.83,3,0,2.935451342669061
Tier 3,7.05,2,2,1,3,2,0,3,2,52.9,Software Engineer,10.29,1,6,2.4239173781615704
Tier 3,6.61,1,1,0,2,2,0,3,2,37.4,Software Engineer,8.36,1,6,2.2364452904895007
Tier 1,6.18,0,4,2,6,2,1,0,1,54.0,Software Engineer,10.14,3,6,2.410542234499138
Tier 3,5.24,0,0,1,1,1,0,2,0,25.8,Junior Developer,3.79,1,4,1.5665304114228238
Tier 2,6.36,1,1,0,1,4,0,1,2,34.4,Web Developer,8.15,2,7,2.21375387928743
Tier 2,7.67,1,5,2,2,0,0,2,0,52.8,Software Engineer,10.54,2,6,2.4458192610799534
Tier 2,6.33,0,2,2,2,3,1,3,1,36.9,Backend Developer,9.9,2,0,2.388762789235098
Tier 1,9.09,0,0,0,0,1,0,1,2,48.5,Web Developer,10.33,3,7,2.427454075039915
Tier 2,8.52,1,2,2,2,3,0,1,1,52.7,Web Developer,10.21,2,7,2.4168062370840686
Tier 3,6.89,2,2,2,2,3,1,1,2,55.2,DevOps Engineer,9.85,1,3,2.3841650799864684
Tier 2,8.56,1,0,0,0,3,0,0,2,50.4,Data Analyst,6.62,2,1,2.030776369698555
Tier 2,6.47,1,2,0,0,2,1,0,0,46.9,Software Engineer,10.02,2,6,2.3997118037247684
Tier 3,6.48,1,2,1,1,1,1,0,0,40.4,Software Engineer,9.21,1,6,2.3233676321765744
Tier 3,6.74,1,2,0,2,4,1,1,3,51.7,Web Developer,10.63,1,7,2.453587966530573
Tier 1,8.06,0,2,0,3,1,0,1,2,61.0,Backend Developer,10.76,3,0,2.464703942470481
Tier 3,7.8,2,0,2,2,1,1,0,0,52.4,Data Scientist,11.04,1,2,2.488234439880675
Tier 3,9.37,1,1,0,1,2,1,4,1,79.2,Data Scientist,22.23,1,2,3.145444546782318
Tier 1,6.55,2,0,1,3,2,0,1,0,52.0,DevOps Engineer,8.2,3,3,2.2192034840549946
Tier 1,6.97,1,1,1,1,1,2,1,2,49.9,ML Engineer,10.0,3,5,2.3978952727983707
Tier 1,4.96,2,2,0,5,2,2,1,1,45.0,Junior Developer,4.51,3,4,1.706564623164823
Tier 2,5.78,1,1,0,1,1,0,2,0,45.9,Web Developer,5.25,2,7,1.8325814637483102
Tier 2,6.36,2,1,1,0,4,0,4,1,49.9,Backend Developer,8.07,2,0,2.2049722641270453
Tier 2,7.74,0,2,0,0,3,0,0,1,49.1,Web Developer,6.33,2,7,1.9919755158985601
Tier 2,5.74,0,0,3,0,2,0,0,1,38.2,Web Developer,2.8,2,7,1.33500106673234
Tier 2,7.64,2,1,1,0,1,0,1,2,52.0,Web Developer,10.81,2,7,2.468946630209271
Tier 3,8.65,2,1,0,3,2,1,0,2,74.1,Data Scientist,19.08,1,2,2.9997242948235283
Tier 2,7.75,0,1,0,3,2,0,1,2,52.6,Data Scientist,9.99,2,2,2.39698576841553
Tier 2,5.84,1,1,0,2,3,0,1,2,29.5,Web Developer,4.81,2,7,1.7595805708638197
Tier 1,6.05,1,3,3,3,1,1,0,0,54.1,Software Engineer,10.3,3,6,2.424802725718295
Tier 1,8.06,2,0,0,2,1,1,1,0,63.9,Data Scientist,24.14,3,2,3.2244602031621015
Tier 2,10.0,1,2,0,1,3,0,2,2,71.0,Web Developer,10.22,2,7,2.4176979000945504
Tier 3,6.33,2,2,0,3,1,2,0,3,46.0,Web Developer,9.93,1,7,2.391511302188447
Tier 3,5.69,0,1,1,6,2,0,0,1,35.2,Web Developer,4.49,1,7,1.7029282555214393
Tier 2,5.32,0,1,2,0,4,0,0,1,38.8,Junior Developer,3.58,2,4,1.5216989981260935
Tier 2,6.0,0,3,1,0,4,1,1,0,44.0,Software Engineer,10.15,2,6,2.411439497906128
Tier 1,5.64,2,2,2,2,2,1,0,0,45.9,Web Developer,6.37,3,7,1.9974177062012453
Tier 3,7.58,0,2,1,2,4,1,0,0,58.4,Data Scientist,12.66,1,2,2.614471854142644
Tier 2,8.02,0,1,2,3,2,2,2,1,71.6,ML Engineer,21.89,2,5,3.1307001339644756
Tier 1,5.84,2,1,0,2,1,2,2,0,45.0,Junior Developer,6.22,3,4,1.9768549529047348
Tier 2,8.89,2,3,0,1,2,2,2,0,75.4,Data Scientist,23.97,2,2,3.217675104291682
Tier 2,7.85,0,2,0,2,1,2,2,0,63.0,ML Engineer,15.73,2,5,2.8172035149987327
Tier 1,7.17,0,0,1,1,2,1,1,2,55.9,Backend Developer,16.06,3,0,2.836736542063533
Tier 3,5.2,0,3,1,1,3,1,0,3,29.1,Junior Developer,4.62,1,4,1.7263316639055997
Tier 2,6.28,1,3,1,1,1,2,0,2,58.2,Web Developer,9.72,2,7,2.372111155642656
Tier 2,7.9,1,3,0,0,3,0,2,1,49.9,Web Developer,10.29,2,7,2.4239173781615704
Tier 3,8.53,1,3,0,1,3,1,0,2,65.0,Web Developer,15.33,1,7,2.7930039069823738
Tier 2,7.89,0,2,0,0,5,1,0,0,66.3,Data Scientist,15.88,2,2,2.826129489167811
Tier 3,6.13,2,1,0,1,3,0,2,2,45.5,Software Engineer,8.1,1,6,2.2082744135228043
Tier 2,7.27,1,0,0,1,2,1,2,1,49.9,Data Scientist,15.95,2,2,2.830267833826459
Tier 3,6.21,1,1,0,3,1,0,2,2,40.9,Web Developer,8.0,1,7,2.1972245773362196
Tier 3,5.91,1,2,1,1,1,0,1,0,34.6,Web Developer,4.91,1,7,1.776645831418007
Tier 2,8.12,0,3,2,0,2,2,1,2,71.5,Data Scientist,20.79,2,2,3.0814511489565284
Tier 3,7.66,0,0,1,3,0,1,3,0,56.8,Backend Developer,12.76,1,0,2.6217658325051976
Tier 2,8.9,2,5,0,0,3,0,1,0,71.5,Software Engineer,10.9,2,6,2.4765384001174837
Tier 1,7.8,3,0,0,2,0,0,1,1,52.9,Data Scientist,10.38,3,2,2.431857428698185
Tier 1,5.93,0,1,0,2,5,0,2,2,40.2,Web Developer,4.43,3,7,1.691939133945844
Tier 3,4.96,1,4,0,1,1,1,0,3,30.0,Junior Developer,4.25,1,4,1.6582280766035324
Tier 3,7.75,1,4,2,1,1,1,2,2,64.9,Data Analyst,13.55,1,1,2.6775909936175015
Tier 1,7.43,2,2,0,4,0,1,0,0,55.3,Data Scientist,16.17,3,2,2.843163674909384
Tier 2,6.73,2,2,0,2,1,1,0,0,50.2,Software Engineer,10.25,2,6,2.4203681286504293
Tier 1,5.44,0,5,1,1,0,0,3,1,39.0,Junior Developer,3.54,3,4,1.5129270120532565
Tier 1,8.41,0,0,0,2,2,2,3,1,59.2,ML Engineer,23.8,3,5,3.2108436531709366
Tier 2,7.08,1,2,0,4,2,1,2,1,53.2,Data Scientist,15.77,2,2,2.8195915758351173
Tier 3,6.29,0,0,0,0,0,1,3,1,46.4,Software Engineer,9.88,1,6,2.3869262414277967
Tier 2,9.03,0,1,0,2,2,0,1,1,54.7,Software Engineer,10.72,2,6,2.4612967841488667
Tier 2,7.76,0,0,0,0,1,0,3,1,55.6,Software Engineer,11.05,2,6,2.489064659936664
Tier 3,6.41,0,2,1,2,3,0,0,3,51.4,Web Developer,6.76,1,7,2.048982334195127
Tier 2,7.59,1,1,1,1,3,1,2,0,58.7,Software Engineer,15.75,2,6,2.8183982582710754
