college_tier,cgpa,internships,projects,backlogs,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 2,6.04,0,4,1,"Python, PyTorch, Git, Excel, AWS",1,2,2,42.8,Data Analyst,9.33
Tier 3,8.18,1,0,0,Python,0,1,0,62.1,Data Scientist,8.76
Tier 2,4.64,2,2,1,"Git, Python, SQL",0,1,2,33.5,Junior Developer,4.12
Tier 2,9.18,0,2,0,"Docker, Django",0,2,0,61.3,DevOps Engineer,10.44
Tier 1,4.96,1,2,0,"AWS, Java, PyTorch, Machine Learning",2,2,0,51.9,Junior Developer,4.36
Tier 2,7.42,0,3,0,"Python, Deep Learning",1,1,0,46.1,Data Scientist,16.21
Tier 2,7.67,4,3,0,"Machine Learning, AWS, TensorFlow",2,1,0,54.7,ML Engineer,15.86
Tier 2,7.64,0,2,0,HTML/CSS,0,0,1,54.8,Web Developer,6.64
Tier 2,7.61,1,1,0,"AWS, DSA, Excel, PyTorch",2,1,1,59.6,ML Engineer,15.97
Tier 2,8.1,1,2,0,"TensorFlow, HTML/CSS, Django, Excel, Git",1,1,3,54.2,Data Scientist,18.68
Tier 2,6.48,0,4,0,"SQL, AWS, Java, Excel",0,2,2,46.3,Data Analyst,8.05
Tier 2,5.29,1,0,0,"DSA, Excel, Node.js",1,1,1,33.8,Junior Developer,4.34
Tier 3,6.83,1,1,1,"TensorFlow, Excel",1,0,1,45.9,Data Analyst,9.85
Tier 2,7.15,0,2,0,"Git, SQL, Django, Java, Deep Learning",1,2,2,57.5,Backend Developer,15.86
Tier 3,7.18,0,1,1,"HTML/CSS, Git, DSA, Python, SQL",1,1,3,58.8,Software Engineer,12.36
Tier 1,6.63,1,1,2,"AWS, JavaScript, HTML/CSS, Excel, Git",0,1,4,40.5,Web Developer,7.7
Tier 1,6.02,0,3,0,"Excel, Java, SQL, Node.js, Python",0,3,2,41.0,Data Analyst,8.02
Tier 2,6.23,2,2,2,"Linux, Deep Learning, Django",1,1,1,57.5,Software Engineer,10.39
Tier 2,8.69,0,2,1,"Docker, Excel, Node.js, React, Django",0,4,1,72.3,Software Engineer,10.56
Tier 2,5.09,1,1,0,"DSA, Deep Learning, TensorFlow, Django",3,1,0,44.0,Junior Developer,4.16
Tier 2,6.35,0,1,2,SQL,0,0,1,33.8,Data Analyst,5.06
Tier 1,8.2,1,1,2,"Python, TensorFlow, Excel, Node.js, Git",1,2,2,62.3,Data Scientist,19.61
Tier 1,6.96,2,2,2,"Linux, Docker, Machine Learning",1,1,1,53.6,DevOps Engineer,9.82
Tier 3,4.0,2,1,1,"TensorFlow, Python",1,1,0,35.1,Junior Developer,4.22
Tier 1,9.25,3,0,0,Docker,0,1,0,64.6,DevOps Engineer,10.89
Tier 1,8.04,0,0,1,"Django, AWS",0,2,0,57.3,DevOps Engineer,10.52
Tier 2,8.18,2,2,0,JavaScript,0,0,1,51.6,Web Developer,6.05
Tier 3,6.37,0,4,1,"Java, HTML/CSS, DSA, Docker",1,2,1,44.4,Software Engineer,10.05
Tier 2,6.53,2,1,3,"PyTorch, Machine Learning",2,0,0,52.7,ML Engineer,9.9
Tier 2,8.07,2,2,2,"HTML/CSS, Machine Learning, Excel, Java, PyTorch",2,1,2,64.0,ML Engineer,21.32
Tier 2,7.55,1,1,1,"Django, HTML/CSS, Java",0,2,1,63.0,Software Engineer,10.32
Tier 3,7.23,2,2,1,"Docker, Python, SQL, DSA, Linux",1,2,2,55.9,Backend Developer,15.35
Tier 3,4.0,1,4,2,"TensorFlow, AWS",1,1,0,24.5,Junior Developer,4.59
Tier 2,7.68,1,1,0,"Node.js, Linux, PyTorch, Python, Git",1,2,2,58.6,Data Scientist,16.0
Tier 3,5.91,2,1,0,"DSA, Java",1,1,0,38.4,Web Developer,5.71
Tier 3,8.03,1,1,0,"Machine Learning, JavaScript, TensorFlow, HTML/CSS",2,0,2,65.7,ML Engineer,16.48
Tier 2,6.96,0,4,3,"HTML/CSS, Machine Learning, Excel",1,0,2,58.6,Web Developer,10.24
Tier 3,6.65,2,2,1,"PyTorch, Java, Django, Linux, Excel",1,2,2,48.7,Software Engineer,9.93
Tier 3,4.82,0,3,1,"React, AWS, Django",0,3,0,29.7,Junior Developer,3.85
Tier 3,7.44,1,0,2,SQL,0,0,1,46.2,Data Analyst,5.24
Tier 2,7.0,0,2,1,"Git, Linux, Node.js, Python, Excel",0,2,3,41.0,Data Analyst,10.13
Tier 3,5.35,1,0,0,"Docker, Machine Learning, TensorFlow",2,1,0,43.7,Junior Developer,4.1
Tier 3,6.85,1,6,2,"Java, Deep Learning, Excel",1,1,1,53.3,Software Engineer,9.97
Tier 3,5.32,1,1,2,"JavaScript, Java",0,1,1,44.7,Junior Developer,3.43
Tier 3,8.15,1,2,1,"Git, Node.js",0,1,1,52.8,Data Scientist,9.18
Tier 1,8.57,0,3,0,"Linux, Docker",0,1,1,65.1,DevOps Engineer,10.83
Tier 2,5.64,3,3,2,Deep Learning,1,0,0,48.1,Web Developer,5.99
Tier 2,6.25,0,4,0,"Django, Node.js, Python, PyTorch, DSA",2,3,0,55.4,Software Engineer,9.74
Tier 2,8.86,2,1,1,"JavaScript, Python, DSA, Git",1,1,2,70.9,Software Engineer,22.36
Tier 3,6.46,1,1,2,"Excel, Linux, Docker",0,1,2,43.1,Data Analyst,6.28
Tier 2,7.45,0,2,0,"Machine Learning, HTML/CSS, DSA, Docker, SQL",2,1,2,63.3,ML Engineer,15.84
Tier 2,10.0,1,5,0,"Docker, Django, Machine Learning, AWS, JavaScript",1,3,1,77.0,DevOps Engineer,19.99
Tier 3,5.48,0,2,0,Python,0,1,0,36.0,Junior Developer,3.66
Tier 2,7.52,0,1,0,"Deep Learning, Python",1,1,0,54.9,Data Scientist,14.78
Tier 2,5.28,1,3,1,"PyTorch, Java",1,1,0,33.9,Junior Developer,4.35
Tier 2,8.44,2,3,0,"Docker, TensorFlow",1,1,0,57.3,Data Scientist,20.37
Tier 1,7.93,0,2,1,PyTorch,1,0,0,49.0,Data Scientist,15.42
Tier 3,6.64,2,2,0,"Machine Learning, TensorFlow, Node.js, AWS",2,2,0,43.9,ML Engineer,9.98
Tier 2,6.55,1,1,2,"JavaScript, Linux, Django, Deep Learning",1,1,2,41.1,Web Developer,9.88
Tier 2,6.87,0,0,1,"Node.js, AWS, Django",0,3,0,56.9,DevOps Engineer,8.0
Tier 3,5.64,1,2,3,"Git, JavaScript, Python",0,1,2,35.3,Junior Developer,4.67
Tier 3,7.88,1,1,0,"HTML/CSS, Python, Linux, DSA",1,1,2,53.4,Software Engineer,14.24
Tier 3,6.58,1,3,2,"Git, Linux, Django, PyTorch",1,1,2,40.7,DevOps Engineer,10.05
Tier 2,9.82,2,1,1,"PyTorch, JavaScript, Deep Learning",2,0,1,83.1,Data Scientist,24.03
Tier 3,7.94,0,2,0,TensorFlow,1,0,0,57.8,Data Scientist,12.15
Tier 2,7.02,0,1,0,"Python, JavaScript, TensorFlow, Java, Git",1,2,2,50.3,Data Scientist,15.81
Tier 3,7.17,1,2,1,"AWS, Git, Python, Machine Learning, Java",1,3,1,49.6,Data Scientist,15.23
Tier 1,4.54,0,1,1,"SQL, Python, TensorFlow",1,1,1,46.4,Junior Developer,4.32
Tier 2,8.53,1,1,2,"Linux, AWS",0,1,1,62.7,DevOps Engineer,11.06
Tier 3,6.66,2,1,1,"Docker, Java, Django, DSA",1,3,0,49.1,Software Engineer,9.63
Tier 3,6.8,0,0,1,React,0,1,0,44.0,Software Engineer,5.49
Tier 2,4.78,2,2,1,"Docker, PyTorch, DSA, HTML/CSS",2,1,1,40.3,Junior Developer,4.58
Tier 3,9.84,0,2,0,PyTorch,1,0,0,68.4,Data Scientist,17.49
Tier 3,7.13,0,3,1,JavaScript,0,0,1,51.5,Web Developer,5.93
Tier 2,7.38,0,1,0,"React, AWS, PyTorch, JavaScript",1,2,1,60.3,Web Developer,15.55
Tier 3,5.62,2,0,2,"TensorFlow, PyTorch, Machine Learning, DSA",4,0,0,51.7,Web Developer,6.47
Tier 3,9.04,1,3,0,"Node.js, Excel, Deep Learning, Machine Learning, React, Linux",2,2,2,68.2,Data Scientist,24.1
Tier 2,5.95,3,0,1,Excel,0,0,1,39.8,Web Developer,4.47
Tier 2,8.31,1,4,0,"Python, Machine Learning",1,1,0,64.2,Data Scientist,19.74
Tier 3,7.54,0,2,0,"Python, AWS",0,2,0,63.3,Data Scientist,9.76
Tier 1,8.48,1,0,0,Machine Learning,1,0,0,46.9,Data Scientist,17.44
Tier 1,6.91,0,1,0,PyTorch,1,0,0,48.8,Software Engineer,9.59
Tier 3,5.75,5,3,1,HTML/CSS,0,0,1,34.4,Web Developer,4.59
Tier 3,6.57,0,0,2,"SQL, Machine Learning, Git, Linux, Node.js",1,1,3,53.4,Data Analyst,9.64
Tier 2,5.91,1,1,0,"Django, Java",0,2,0,44.8,Web Developer,4.62
Tier 2,6.6,0,1,2,"SQL, TensorFlow, Machine Learning, Excel",2,0,2,45.6,ML Engineer,9.87
Tier 3,4.46,2,3,0,"Django, HTML/CSS",0,1,1,36.0,Junior Developer,3.55
Tier 3,7.58,0,2,2,Docker,0,1,0,53.4,DevOps Engineer,7.21
Tier 1,7.18,1,3,0,Django,0,1,0,43.7,Data Scientist,10.51
Tier 2,8.28,0,0,0,"AWS, Deep Learning, Python",1,2,0,61.4,Data Scientist,16.58
Tier 3,4.86,1,0,1,Excel,0,0,1,36.1,Junior Developer,3.15
Tier 2,9.11,2,1,1,"HTML/CSS, Node.js, Python, Linux, Java",0,3,2,64.1,Software Engineer,10.7
Tier 1,6.08,1,2,1,Deep Learning,1,0,0,42.7,Software Engineer,10.1
Tier 1,8.75,0,1,0,JavaScript,0,0,1,58.0,Web Developer,7.01
Tier 2,7.32,0,2,0,"HTML/CSS, AWS, Python, TensorFlow",1,2,1,55.1,Data Scientist,16.43
Tier 3,7.63,1,1,0,"Python, Java, Node.js",0,3,0,52.8,Software Engineer,10.33
Tier 1,4.77,3,0,1,"JavaScript, AWS",0,1,1,33.7,Junior Developer,3.34
Tier 2,8.38,0,2,0,"Linux, Docker, Excel",0,1,2,54.8,DevOps Engineer,10.94
Tier 3,7.69,1,1,1,"Deep Learning, AWS, JavaScript",1,1,1,59.1,Data Scientist,13.53
Tier 3,7.76,2,1,0,"JavaScript, Deep Learning, DSA, Java",2,1,1,65.2,Data Scientist,15.98
Tier 1,10.0,1,0,1,AWS,0,1,0,73.1,DevOps Engineer,11.01
Tier 2,9.14,0,3,0,"Java, SQL, Git, HTML/CSS, Machine Learning, Deep Learning",2,1,3,65.3,ML Engineer,28.17
Tier 2,8.01,2,0,0,"DSA, Java, Docker",1,2,0,54.6,Software Engineer,19.05
Tier 2,6.41,1,4,0,Linux,0,0,1,55.5,Software Engineer,6.47
Tier 3,6.43,3,0,0,Django,0,1,0,48.9,Software Engineer,7.44
Tier 1,6.45,2,2,0,"JavaScript, SQL, TensorFlow, Machine Learning, React",2,1,2,53.5,Web Developer,9.91
Tier 2,8.41,2,3,1,"Linux, Java",0,1,1,57.9,Software Engineer,10.49
Tier 2,5.47,1,0,2,"Machine Learning, Python, Deep Learning",2,1,0,56.2,Junior Developer,4.79
Tier 2,7.39,1,4,0,"Java, PyTorch",1,1,0,61.9,Software Engineer,16.66
Tier 3,8.87,2,1,1,"DSA, Java, Python, AWS",1,3,0,70.5,Software Engineer,20.88
Tier 2,8.72,0,2,0,"AWS, JavaScript, Deep Learning, HTML/CSS, Linux",1,1,3,61.2,Web Developer,15.71
Tier 2,7.0,1,2,1,"Java, JavaScript, React, Git, Deep Learning",1,2,2,54.7,Software Engineer,16.41
Tier 3,8.45,0,3,0,"Excel, Git",0,0,2,57.2,Data Analyst,6.31
Tier 1,7.89,0,4,0,"Java, Linux, Django",0,2,1,44.2,Software Engineer,10.46
Tier 2,5.29,0,4,1,"DSA, TensorFlow, SQL",2,0,1,41.0,Junior Developer,4.61
Tier 2,6.77,0,3,0,"Git, Python, AWS, DSA, Deep Learning",2,2,1,50.3,ML Engineer,10.38
Tier 1,6.14,1,1,0,"Python, Django, JavaScript",0,2,1,47.9,Junior Developer,7.63
Tier 2,6.47,1,3,0,"Linux, Node.js, PyTorch, HTML/CSS, JavaScript",1,1,3,51.7,Web Developer,9.6
Tier 1,8.94,0,0,0,"Excel, Java, JavaScript",0,1,2,55.8,Software Engineer,10.27
Tier 3,5.4,1,2,2,"Deep Learning, Git, Linux, Java",1,1,2,45.2,Junior Developer,4.33
Tier 2,6.01,0,1,1,"Python, React",0,2,0,39.2,Software Engineer,6.81
Tier 1,7.83,1,6,0,"HTML/CSS, Linux, Git, Python, Django",0,2,3,52.3,Data Scientist,10.69
Tier 2,7.17,2,4,0,"Django, Docker, SQL, Machine Learning",1,2,1,41.8,Backend Developer,15.68
Tier 1,8.46,2,5,0,"Linux, DSA, Python, HTML/CSS",1,1,2,60.2,Software Engineer,22.11
Tier 3,7.4,1,2,0,"Python, HTML/CSS, DSA, Node.js, Deep Learning",2,2,1,59.1,ML Engineer,16.07
Tier 2,4.76,2,0,0,"Excel, Java, Linux",0,1,2,38.5,Junior Developer,3.41
Tier 2,8.55,0,2,0,Excel,0,0,1,60.3,Data Analyst,6.81
Tier 3,5.6,2,2,2,Docker,0,1,0,41.9,Web Developer,4.47
Tier 3,5.0,0,3,0,"SQL, HTML/CSS, React",0,1,2,32.7,Junior Developer,3.53
Tier 2,5.93,2,6,2,"Git, Docker, React, Linux",0,2,2,35.7,Web Developer,4.64
Tier 2,9.2,1,4,1,"PyTorch, JavaScript, HTML/CSS",1,0,2,67.6,Web Developer,15.46
Tier 2,8.91,1,2,1,"React, SQL, Docker, Node.js, Django",0,4,1,60.4,Backend Developer,9.74
Tier 1,8.3,0,5,0,"PyTorch, DSA, JavaScript, React",2,1,1,65.7,Data Scientist,23.91
Tier 2,6.58,1,1,1,"PyTorch, Docker, TensorFlow, Linux",2,1,1,59.3,Data Scientist,10.29
Tier 2,9.65,3,2,0,"DSA, TensorFlow, Java, Git, Docker",2,2,1,84.8,Data Scientist,23.81
Tier 2,6.12,1,1,0,SQL,0,0,1,56.9,Data Analyst,6.61
Tier 2,8.96,1,2,1,Django,0,1,0,61.0,Data Scientist,10.96
Tier 2,7.59,0,2,0,"Python, HTML/CSS, Git",0,1,2,60.6,Data Scientist,10.69
Tier 2,8.26,2,3,1,Docker,0,1,0,61.1,DevOps Engineer,10.79
Tier 2,9.02,2,1,3,"HTML/CSS, TensorFlow, AWS, DSA, Excel, Linux",2,1,3,78.7,ML Engineer,26.49
Tier 1,7.11,0,0,1,"Java, Docker",0,2,0,53.5,Backend Developer,8.92
Tier 1,5.73,1,2,0,AWS,0,1,0,37.4,Web Developer,4.77
Tier 3,6.07,1,2,0,Java,0,1,0,38.6,Software Engineer,7.08
Tier 3,7.98,1,3,1,"HTML/CSS, Node.js, Docker",0,2,1,51.5,Web Developer,11.03
Tier 3,6.48,1,1,1,"TensorFlow, DSA, Python",2,1,0,56.6,Software Engineer,10.35
Tier 1,7.48,0,1,0,"SQL, React, Java, Deep Learning, Machine Learning",2,2,1,60.1,Data Scientist,15.88
Tier 2,7.14,0,4,0,"SQL, Django",0,1,1,49.0,Data Analyst,10.81
Tier 2,6.76,0,2,3,"Python, Java, Deep Learning, Node.js, Git",1,3,1,45.6,Software Engineer,9.99
Tier 3,9.55,0,2,0,"DSA, React, JavaScript, PyTorch, Machine Learning",3,1,1,82.5,ML Engineer,25.03
Tier 2,6.48,0,2,0,"Excel, DSA, Linux, SQL, Machine Learning",2,0,3,57.9,Data Analyst,10.36
Tier 2,6.85,3,2,0,"DSA, PyTorch, Deep Learning, JavaScript, Git",3,0,2,67.5,ML Engineer,9.98
Tier 1,7.26,2,3,0,"SQL, Java, Docker, JavaScript, React",0,3,2,51.8,Backend Developer,10.04
Tier 1,7.57,0,1,1,"Java, PyTorch",1,1,0,58.9,Software Engineer,15.79
Tier 3,7.73,0,1,0,"Git, DSA, SQL, JavaScript, Docker",1,1,3,57.3,Backend Developer,13.8
Tier 2,8.13,1,4,0,"Deep Learning, TensorFlow",2,0,0,75.9,ML Engineer,21.9
Tier 2,6.72,1,0,1,"Deep Learning, SQL, Machine Learning, Linux",2,0,2,59.9,ML Engineer,10.2
Tier 3,6.93,3,1,1,"Excel, Java, HTML/CSS, Machine Learning, Docker",1,2,2,46.6,Backend Developer,10.41
Tier 1,9.87,1,1,0,"Excel, Docker, JavaScript, HTML/CSS, Django",0,2,3,61.3,Web Developer,10.03
Tier 3,7.5,0,2,0,"Excel, Python, AWS, DSA",1,2,1,56.1,Software Engineer,14.25
Tier 1,8.4,0,2,1,"DSA, Machine Learning, React",2,1,0,73.7,Data Scientist,23.35
Tier 3,5.85,3,1,1,"HTML/CSS, Docker, JavaScript, AWS",0,2,2,40.4,Web Developer,4.6
Tier 2,6.89,1,1,1,Node.js,0,1,0,47.2,Software Engineer,7.68
Tier 2,6.01,0,2,1,"Excel, AWS, JavaScript, Git",0,1,3,52.6,Web Developer,7.2
Tier 1,7.11,0,2,0,"DSA, Python, JavaScript",1,1,1,56.5,Software Engineer,15.64
Tier 3,7.0,2,3,1,PyTorch,1,0,0,48.3,Data Scientist,12.7
Tier 2,7.88,0,1,0,Git,0,0,1,57.2,Data Scientist,6.38
Tier 1,4.72,2,0,1,"Machine Learning, Python, TensorFlow, JavaScript",2,1,1,37.2,Junior Developer,4.75
Tier 3,8.37,1,2,0,"Docker, TensorFlow, DSA, AWS",2,2,0,73.4,ML Engineer,20.06
Tier 2,7.5,0,2,1,"AWS, SQL, Deep Learning, DSA, Java",2,2,1,55.8,Data Scientist,16.53
Tier 1,6.65,0,2,1,"Machine Learning, Python",1,1,0,46.0,Software Engineer,10.3
Tier 1,7.45,0,3,1,"Excel, Machine Learning",1,0,1,58.9,Data Scientist,15.33
Tier 2,7.01,2,3,0,"TensorFlow, SQL, Node.js, JavaScript, Linux",1,1,3,51.0,Data Scientist,16.02
Tier 2,8.24,1,1,1,"React, Deep Learning, TensorFlow",2,1,0,63.2,ML Engineer,19.22
Tier 3,7.53,0,1,0,"HTML/CSS, Deep Learning, Node.js, Excel",1,1,2,60.0,Data Scientist,13.17
Tier 1,6.22,2,2,2,"AWS, PyTorch, Python, Git, Linux",1,2,2,48.4,Software Engineer,9.85
Tier 3,5.94,1,1,0,Linux,0,0,1,46.5,Web Developer,4.77
Tier 2,6.33,0,3,0,"JavaScript, Python, Node.js",0,2,1,36.7,Junior Developer,7.75
Tier 1,7.79,0,6,0,"Node.js, SQL",0,1,1,48.4,Data Analyst,10.5
Tier 1,9.15,1,1,1,Java,0,1,0,52.7,Software Engineer,9.98
Tier 3,6.82,1,4,0,Python,0,1,0,44.1,Software Engineer,7.98
Tier 2,6.99,0,0,2,"JavaScript, TensorFlow, SQL",1,0,2,57.3,Web Developer,9.61
Tier 3,7.81,0,3,0,"AWS, TensorFlow",1,1,0,60.0,Data Scientist,13.98
Tier 1,7.38,1,2,1,"PyTorch, JavaScript, React, AWS",1,2,1,58.4,Web Developer,15.33
Tier 2,6.95,1,2,0,"Deep Learning, PyTorch, TensorFlow",3,0,0,59.3,ML Engineer,10.1
Tier 2,7.88,0,1,0,"TensorFlow, Machine Learning",2,0,0,58.5,ML Engineer,15.87
Tier 1,8.73,0,0,1,"React, Linux, DSA, PyTorch",2,1,1,74.6,ML Engineer,23.98
Tier 1,4.41,3,2,2,"HTML/CSS, TensorFlow, SQL, DSA",2,0,2,40.4,Junior Developer,4.81
Tier 2,8.39,2,1,0,"Machine Learning, Linux, SQL, Django, Docker",1,2,2,61.5,DevOps Engineer,19.86
Tier 3,4.46,0,1,1,"AWS, SQL, Excel",0,1,2,20.0,Junior Developer,3.2
Tier 2,8.43,3,5,1,"Linux, PyTorch, AWS, SQL",1,1,2,62.6,DevOps Engineer,20.35
Tier 2,8.09,2,5,0,"AWS, Node.js, HTML/CSS, PyTorch, SQL, Machine Learning",2,2,2,69.7,Data Scientist,23.59
Tier 2,8.64,1,2,0,"React, PyTorch, AWS, Docker, Java",1,4,0,62.9,Software Engineer,21.92
Tier 3,7.95,0,1,0,"HTML/CSS, Deep Learning, Git",1,0,2,61.2,Data Scientist,12.37
Tier 3,7.59,0,6,1,"Python, Machine Learning, Node.js",1,2,0,50.2,Data Scientist,14.3
Tier 2,5.36,0,0,2,"TensorFlow, Deep Learning, Excel",2,0,1,42.8,Junior Developer,5.19
Tier 2,7.4,1,3,0,"Excel, SQL",0,0,2,52.4,Data Analyst,6.08
Tier 3,5.69,2,4,0,"PyTorch, Java, Deep Learning, React",2,2,0,49.9,Web Developer,5.83
Tier 2,6.47,0,1,2,HTML/CSS,0,0,1,42.0,Web Developer,5.47
Tier 2,8.5,2,3,0,"Python, SQL, Django, Node.js, AWS, Java",0,5,1,49.1,Backend Developer,10.62
Tier 1,4.22,1,2,1,"Django, Node.js, Linux",0,2,1,34.5,Junior Developer,3.8
Tier 3,6.53,3,3,0,"React, AWS, Git",0,2,1,39.8,Software Engineer,8.13
Tier 1,6.78,1,1,0,"Machine Learning, React, Git, Django, Docker",1,3,1,55.6,Software Engineer,10.2
Tier 2,6.98,1,1,1,"Python, Machine Learning, JavaScript, Deep Learning",2,1,1,58.5,Data Scientist,10.15
Tier 1,8.81,0,3,0,"TensorFlow, Python, Django, Node.js, DSA, Git",2,3,1,63.2,ML Engineer,24.15
Tier 3,7.03,1,4,0,"Machine Learning, React, JavaScript, Linux",1,1,2,53.4,Web Developer,14.65
Tier 2,7.12,0,2,0,"Linux, JavaScript, Node.js",0,1,2,55.9,Web Developer,9.86
Tier 2,6.76,2,4,2,HTML/CSS,0,0,1,48.6,Web Developer,6.65
Tier 1,9.26,1,5,1,"Django, Git, TensorFlow, Node.js, Linux, HTML/CSS",1,2,3,62.9,Data Scientist,24.3
Tier 1,8.37,2,1,0,TensorFlow,1,0,0,62.0,Data Scientist,19.66
Tier 1,6.28,3,0,2,"Docker, Django, TensorFlow, Python, Machine Learning",2,3,0,52.4,Backend Developer,9.74
Tier 2,6.55,2,3,2,"AWS, SQL, Deep Learning, Django, Linux",1,2,2,44.1,DevOps Engineer,9.88
Tier 1,6.37,1,5,0,Node.js,0,1,0,47.5,Software Engineer,8.59
Tier 3,6.41,3,2,0,"Java, HTML/CSS, Machine Learning",1,1,1,47.9,Software Engineer,9.8
Tier 2,9.9,1,2,1,"Django, Git, Python, DSA",1,2,1,73.1,Software Engineer,22.01
Tier 3,5.72,0,3,2,"Python, Deep Learning, TensorFlow",2,1,0,47.2,Junior Developer,6.49
Tier 3,7.1,1,4,0,"AWS, React",0,2,0,50.3,Software Engineer,10.46
Tier 1,6.47,1,2,0,AWS,0,1,0,47.4,Software Engineer,8.18
Tier 3,8.63,0,2,1,"DSA, Node.js, React, Deep Learning",2,2,0,62.9,Data Scientist,21.2
Tier 2,6.03,0,2,1,"SQL, Deep Learning, PyTorch, Django, HTML/CSS",2,1,2,52.3,Web Developer,9.95
Tier 2,6.23,1,1,3,"Django, JavaScript",0,1,1,36.1,Web Developer,4.54
Tier 1,7.07,0,2,0,"Django, Python, Git, React, Deep Learning",1,3,1,49.7,Data Scientist,15.59
Tier 1,5.89,0,1,0,"HTML/CSS, Linux, Django",0,1,2,39.9,Web Developer,4.86
Tier 2,6.5,1,0,0,Node.js,0,1,0,38.4,Software Engineer,7.51
Tier 2,7.37,0,4,1,"Docker, SQL",0,1,1,48.6,Backend Developer,9.56
Tier 2,6.36,2,4,1,"Java, React, Django",0,3,0,48.1,Software Engineer,7.53
Tier 3,7.21,2,2,0,"Java, DSA, Machine Learning, Node.js, HTML/CSS",2,2,1,62.9,Data Scientist,15.76
Tier 3,6.11,0,1,2,"Git, Django, Docker, TensorFlow",1,2,1,44.4,Backend Developer,9.84
Tier 2,5.02,1,3,0,"React, Linux, Node.js",0,2,1,37.8,Junior Developer,3.56
Tier 2,7.96,2,2,0,"Linux, Python, JavaScript, Docker, Machine Learning",1,2,2,57.7,Data Scientist,15.63
Tier 3,7.33,3,1,1,"SQL, Django, Linux, Docker",0,2,2,57.3,DevOps Engineer,10.25
Tier 3,6.46,0,3,1,JavaScript,0,0,1,42.3,Web Developer,5.87
Tier 3,9.38,0,2,0,"Machine Learning, HTML/CSS, React",1,1,1,74.7,Web Developer,15.75
Tier 2,6.69,0,3,1,"Django, DSA, Machine Learning",2,1,0,48.5,Data Scientist,10.18
Tier 3,8.23,1,2,0,"Linux, Git, TensorFlow, Deep Learning, AWS, Python",2,2,2,64.0,ML Engineer,19.9
Tier 1,4.97,1,0,0,"Python, Node.js, Java",0,3,0,34.5,Junior Developer,3.52
Tier 2,7.91,2,4,0,"Excel, SQL, Python, Node.js, PyTorch",1,2,2,52.7,Data Analyst,13.48
Tier 3,6.82,2,1,0,"PyTorch, HTML/CSS, Java",1,1,1,45.4,Software Engineer,10.29
Tier 2,6.9,1,2,1,"HTML/CSS, Django, React",0,2,1,51.3,Web Developer,8.13
Tier 3,5.67,0,5,0,Node.js,0,1,0,39.5,Web Developer,4.65
Tier 2,7.03,0,2,1,"Django, HTML/CSS, PyTorch, TensorFlow",2,1,1,53.0,ML Engineer,15.93
Tier 3,7.84,3,2,0,"Node.js, Deep Learning, Docker, React, HTML/CSS",1,3,1,60.3,Web Developer,15.81
Tier 3,7.21,0,1,0,"JavaScript, Python, Node.js, Git, Django",0,3,2,48.5,Junior Developer,9.05
Tier 3,5.34,1,1,2,"Deep Learning, Docker, PyTorch, Python",2,2,0,37.2,Junior Developer,4.62
Tier 2,4.99,3,1,3,Python,0,1,0,30.0,Junior Developer,3.83
Tier 3,8.31,0,4,1,"SQL, Python, Deep Learning, Node.js, Git",1,2,2,57.4,Data Scientist,16.24
Tier 2,6.04,0,2,0,"SQL, Docker",0,1,1,46.1,Backend Developer,7.9
Tier 3,5.8,0,1,0,"React, Git, PyTorch",1,1,1,40.4,Web Developer,5.93
Tier 2,6.42,0,1,3,"Excel, Linux, Python",0,1,2,39.7,Data Analyst,4.53
Tier 2,7.54,0,0,1,"JavaScript, SQL",0,0,2,51.7,Web Developer,6.52
Tier 1,6.99,2,2,1,"SQL, JavaScript, Machine Learning, HTML/CSS, Docker",1,1,3,57.0,Web Developer,9.68
Tier 3,7.08,0,2,2,"Python, Excel",0,1,1,45.8,Data Analyst,6.16
Tier 2,6.7,2,5,3,"React, Docker, TensorFlow",1,2,0,50.8,Software Engineer,9.47
Tier 1,5.91,0,3,1,"Machine Learning, AWS, SQL, Node.js",1,2,1,46.8,Web Developer,5.74
Tier 1,6.25,0,3,2,"DSA, SQL, JavaScript, Deep Learning, Linux",2,0,3,51.0,Software Engineer,10.03
Tier 3,8.64,4,3,1,"Git, Docker, Machine Learning, Excel, PyTorch, Deep Learning",3,1,2,75.0,Data Scientist,23.7
Tier 2,6.34,1,1,0,"Deep Learning, HTML/CSS, Node.js, Git",1,1,2,52.6,Web Developer,9.92
Tier 3,6.44,0,3,1,"HTML/CSS, TensorFlow, React, DSA, Deep Learning",3,1,1,59.4,Software Engineer,10.23
Tier 3,7.38,2,0,1,Python,0,1,0,60.5,Data Scientist,7.71
Tier 3,7.43,5,1,0,"DSA, HTML/CSS, AWS, Python",1,2,1,57.5,Software Engineer,15.8
Tier 3,8.31,1,3,0,"HTML/CSS, Docker, Node.js, Deep Learning",1,2,1,63.1,Data Scientist,17.29
Tier 2,9.29,0,1,0,"SQL, Git",0,0,2,65.1,Data Analyst,6.73
Tier 2,6.27,0,3,1,"Django, Git, Linux, AWS, DSA",1,2,2,41.0,Software Engineer,9.52
Tier 1,8.08,1,1,1,"Django, Machine Learning, Excel, Deep Learning, HTML/CSS",2,1,2,62.4,ML Engineer,23.84
Tier 2,5.62,3,3,0,Excel,0,0,1,37.6,Web Developer,4.59
